Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
MAR,2022,Q1,District 2,Alicante Street,500254,Residential,"Alicante St, Dist. 2",1924.0,1924.0,1924.0,1924.0,0,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,501301,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Defect
MAR,2022,Q1,District 2,Alicante Street,500513,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,501048,Residential,"Alicante St, Dist. 2",1266.0,1285.0,1266.0,1285.0,19,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500095,Residential,"Alicante St, Dist. 4",1578.0,1590.0,1578.0,1590.0,12,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,501176,Residential,"Alicante St, Dist. 2",2519.0,2519.0,2519.0,2519.0,0,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500045,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,500405,Residential,"Alicante St, Dist. 2",1645.0,1645.0,1645.0,1645.0,0,Corrected,Active
MAR,2022,Q1,District 1,Alicante Street,500782,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,500266,Residential,"Alicante St, Dist. 2",2175.0,2184.0,2175.0,2184.0,9,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,501731,Residential,"Alicante St, Dist. 2",53.0,58.0,53.0,58.0,5,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500380,Residential,"Alicante St, Dist. 2",1214.0,1217.0,1214.0,1217.0,3,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,501329,Residential,"Alicante St, Dist. 2",637.0,651.0,637.0,651.0,14,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500377,Residential,"Alicante St, Dist. 2",587.0,598.0,587.0,598.0,11,Corrected,Active
