Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
MAY,2024,Q2,District 2,Jones Street,500850,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
MAY,2024,Q2,District 2,Jones Street,500963,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
MAY,2024,Q2,District 2,Jones Street,500267,Residential,"Jones St, Dist. 2",2759,2771,2759.0,2771.0,12,Corrected,Active
MAY,2024,Q2,District 2,Jones Street,502063,Residential,"Jones St, Dist. 2",27,30,27.0,30.0,3,Corrected,Active
MAY,2024,Q2,District 2,Jones Street,500790,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
MAY,2024,Q2,District 2,Jones Street,501377,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
MAY,2024,Q2,District 2,Jones Street,500495,Residential,"Jones St, Dist. 2",4397,4456,4397.0,4456.0,59,Corrected,Active
MAY,2024,Q2,District 2,Jones Street,500173,Residential,"Jones St, Dist. 2",1359,1378,1359.0,1378.0,19,Corrected,Active
MAY,2024,Q2,District 2,Jones Street,501248,Residential,"Jones St, Dist. 2",508,536,508.0,536.0,28,Corrected,Active
MAY,2024,Q2,District 2,Jones Street,501074,Residential,"Jones St, Dist. 2",571,588,571.0,588.0,17,Corrected,Active
