Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
JUL,2020,Q3,District 2,Jones Street,501130,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 2,Jones Street,501392,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 2,Jones Street,500951,Residential,"Jones St, Dist. 2",1640.0,1646.0,1640.0,1646.0,6,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501350,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 2,Jones Street,500742,Residential,"Jones St, Dist. 2",310.0,320.0,310.0,320.0,10,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501630,Residential,"Jones St, Dist. 2",173.0,178.0,173.0,178.0,5,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501097,Residential,"Jones St, Dist. 2",425.0,439.0,425.0,439.0,14,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501582,Residential,"Jones St, Dist. 2",156.0,161.0,156.0,161.0,5,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501069,Residential,"Jones St, Dist. 2",117.0,120.0,117.0,120.0,3,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,500855,Residential,"Jones St, Dist. 2",1112.0,1139.0,1112.0,1139.0,27,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501561,Residential,"Jones St, Dist. 2",1114.0,1164.0,1114.0,1164.0,50,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,500828,Residential,"Jones St, Dist. 2",501.0,534.0,501.0,534.0,33,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,500417,Residential,"Jones St, Dist. 2",501.0,511.0,501.0,511.0,10,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501194,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Defect
JUL,2020,Q3,District 2,Jones Street,500035,Residential,"Jones St, Dist. 2",3944.0,3963.0,3944.0,3963.0,19,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501672,Residential,"Jones St, Dist. 2",70.0,83.0,70.0,83.0,13,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501255,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 2,Jones Street,500135,Commercial,"Jones St, Dist. 2",2757.0,2775.0,2757.0,2775.0,18,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,500893,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 2,Jones Street,501230,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Defect
JUL,2020,Q3,District 2,Jones Street,501059,Residential,"Jones St, Dist. 2",1676.0,1698.0,1676.0,1698.0,22,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,500979,Residential,"Jones St, Dist. 2",192.0,208.0,192.0,208.0,16,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,500922,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 2,Jones Street,500862,Commercial,"Jones St, Dist. 2",113.0,131.0,113.0,131.0,18,Corrected,Active
